,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1647,1585,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-307,2001,20.3,6,50,15,30.0,2.46,0.74,0.12,0.40,15.8,0,0,0,5.7,5.7,0.11,+0.3,+0.3,Matches
1648,1586,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-361,2003,11.3,0,1,0,0.0,0.09,0.00,0.00,,7.9,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
1649,1587,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-231,1992,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1650,1588,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-339,1991,9.9,0,5,0,0.0,0.51,0.00,0.00,,11.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1651,1589,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-329,1998,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1652,1590,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-242,1997,25.2,23,90,40,44.4,3.57,1.59,0.23,0.53,13.9,0,2,3,15.8,13.4,0.15,+7.2,+7.6,Matches
1653,1591,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-093,1998,6.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1654,1592,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-346,1996,20.4,4,20,6,30.0,0.98,0.29,0.20,0.67,10.5,0,0,0,2.2,2.2,0.11,+1.8,+1.8,Matches
1655,1593,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-186,1992,29.4,1,8,3,37.5,0.27,0.10,0.13,0.33,19.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1656,1594,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23-292,2000,15.7,0,12,2,16.7,0.76,0.13,0.00,0.00,17.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1657,1595,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-078,1993,13.4,0,6,0,0.0,0.45,0.00,0.00,,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1658,1596,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-109,1994,0.7,0,1,1,100.0,1.41,1.41,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1659,1597,Adam Masina,ma MAR,DF,Torino,it Serie A,30-109,1994,7.3,0,4,1,25.0,0.55,0.14,0.00,0.00,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1660,1598,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,25-150,1998,23.0,0,17,3,17.6,0.74,0.13,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1661,1599,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22-288,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1662,1600,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-191,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1663,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1664,1601,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-165,1992,20.2,0,13,0,0.0,0.64,0.00,0.00,,24.1,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
1665,1602,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,35-179,1988,15.2,4,24,9,37.5,1.58,0.59,0.17,0.44,14.3,0,0,0,3.9,3.9,0.16,+0.1,+0.1,Matches
1666,1603,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21-219,2002,18.4,3,32,12,37.5,1.74,0.65,0.09,0.25,17.3,0,0,0,2.9,2.9,0.09,+0.1,+0.1,Matches
1667,1604,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-065,2002,1.1,0,1,1,100.0,0.88,0.88,0.00,0.00,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1668,1605,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26-297,1997,20.5,7,31,14,45.2,1.51,0.68,0.16,0.36,13.2,0,2,2,7.0,5.5,0.18,0.0,-0.5,Matches
1669,1606,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,35-263,1988,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,30.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1670,1607,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35-263,1988,9.6,0,4,2,50.0,0.42,0.21,0.00,0.00,18.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1671,1608,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,32-256,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1672,1609,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,19-200,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1673,1610,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21-341,2002,10.0,1,3,2,66.7,0.30,0.20,0.33,0.50,19.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1674,1611,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-341,2002,3.3,0,2,0,0.0,0.60,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1675,1612,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18-349,2005,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1676,1613,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,30-070,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1677,1614,Alan Matturro,uy URU,DF,Genoa,it Serie A,19-192,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1678,1615,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-358,1998,15.4,1,12,2,16.7,0.78,0.13,0.08,0.50,21.1,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1679,1616,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,25-358,1998,5.0,0,4,1,25.0,0.79,0.20,0.00,0.00,19.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1680,1617,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,27-250,1996,14.4,6,35,14,40.0,2.43,0.97,0.17,0.43,13.8,1,0,0,5.7,5.7,0.16,+0.3,+0.3,Matches
1681,1618,Neal Maupay,fr FRA,FW,Everton,eng Premier League,27-250,1996,1.2,0,5,4,80.0,4.05,3.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches
1682,1619,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-208,2004,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1683,1620,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26-131,1997,15.7,1,11,2,18.2,0.70,0.13,0.09,0.50,9.2,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
1684,1621,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,19-002,2005,11.7,2,4,2,50.0,0.34,0.17,0.50,1.00,15.1,0,0,0,0.8,0.8,0.21,+1.2,+1.2,Matches
1685,1622,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,30-203,1993,15.0,1,8,2,25.0,0.53,0.13,0.13,0.50,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1686,1623,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,35-028,1989,5.2,2,21,9,42.9,4.05,1.73,0.10,0.22,11.0,0,0,0,4.1,4.1,0.20,-2.1,-2.1,Matches
1687,1624,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-106,1999,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1688,1625,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,20-170,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1689,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1690,1626,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-015,1997,23.9,15,43,23,53.5,1.80,0.96,0.26,0.48,15.8,0,4,4,11.9,8.7,0.20,+3.1,+2.3,Matches
1691,1627,Senny Mayulu,fr FRA,FW,Paris S-G,fr Ligue 1,17-339,2006,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1692,1628,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25-301,1998,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,19.4,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1693,1629,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,26-158,1997,12.0,0,10,2,20.0,0.83,0.17,0.00,0.00,18.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1694,1630,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,28-157,1995,21.3,5,44,16,36.4,2.07,0.75,0.11,0.31,23.1,3,0,0,2.0,2.0,0.05,+3.0,+3.0,Matches
1695,1631,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28-268,1995,14.1,0,8,1,12.5,0.57,0.07,0.00,0.00,28.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1696,1632,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28-268,1995,3.1,0,4,1,25.0,1.30,0.32,0.00,0.00,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1697,1633,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,29-001,1995,19.7,0,3,1,33.3,0.15,0.05,0.00,0.00,14.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1698,1634,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,19-106,2005,0.2,0,1,0,0.0,5.63,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1699,1635,Ethan Mbappé,fr FRA,MF,Paris S-G,fr Ligue 1,17-113,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1700,1636,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,25-122,1998,21.5,24,101,45,44.6,4.70,2.10,0.18,0.40,18.3,2,6,8,19.5,13.0,0.13,+4.5,+5.0,Matches
1701,1637,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,20-014,2004,1.7,0,4,0,0.0,2.35,0.00,0.00,,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1702,1638,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25-297,1998,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
1703,1639,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,29-256,1994,21.5,2,15,2,13.3,0.70,0.09,0.13,1.00,10.3,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches
1704,1640,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,29-061,1995,0.2,1,2,1,50.0,8.18,4.09,0.50,1.00,27.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
1705,1641,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24-257,1999,16.8,8,42,14,33.3,2.50,0.83,0.12,0.36,17.2,4,3,3,9.0,6.6,0.16,-1.0,-1.6,Matches
1706,1642,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,19-183,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1707,1643,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,25-035,1999,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1708,1644,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,22-035,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1709,1645,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,21-185,2002,18.7,3,22,7,31.8,1.18,0.37,0.09,0.29,18.2,2,1,1,2.9,2.1,0.10,+0.1,-0.1,Matches
1710,1646,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21-185,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1711,1647,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27-321,1996,13.4,6,27,13,48.1,2.02,0.97,0.15,0.31,12.4,0,2,2,5.8,4.2,0.16,+0.2,-0.2,Matches
1712,1648,James McConnell,eng ENG,MF,Liverpool,eng Premier League,19-220,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1713,1649,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29-185,1994,28.4,6,36,14,38.9,1.27,0.49,0.17,0.43,19.7,3,0,0,4.3,4.3,0.12,+1.7,+1.7,Matches
1714,1650,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,27-160,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1715,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1716,1651,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25-236,1998,27.1,0,21,4,19.0,0.77,0.15,0.00,0.00,10.0,0,0,0,2.9,2.9,0.14,-2.9,-2.9,Matches
1717,1652,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24-150,1999,26.4,2,47,11,23.4,1.78,0.42,0.04,0.18,21.0,0,0,0,3.0,3.0,0.06,-1.0,-1.0,Matches
1718,1653,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,27-134,1996,17.5,7,36,17,47.2,2.05,0.97,0.19,0.41,14.5,0,0,0,5.1,5.1,0.15,+1.9,+1.9,Matches
1719,1654,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-328,1999,25.2,1,15,10,66.7,0.60,0.40,0.07,0.10,18.2,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
1720,1655,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34-212,1989,14.1,2,10,2,20.0,0.71,0.14,0.20,1.00,12.7,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches
1721,1656,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26-222,1997,13.7,3,20,8,40.0,1.46,0.58,0.15,0.38,17.1,0,0,0,3.8,3.8,0.19,-0.8,-0.8,Matches
1722,1657,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22-139,2001,6.4,0,1,0,0.0,0.16,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1723,1658,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,22-139,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1724,1659,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,21-090,2003,1.5,1,1,1,100.0,0.68,0.68,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
1725,1660,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,21-090,2003,1.0,0,1,0,0.0,0.99,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1726,1661,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,26-241,1997,11.5,0,6,2,33.3,0.52,0.17,0.00,0.00,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1727,1662,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,30-109,1994,10.7,0,12,3,25.0,1.12,0.28,0.00,0.00,11.2,0,0,0,1.7,1.7,0.15,-1.7,-1.7,Matches
1728,1663,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,29-125,1994,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
1729,1664,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,27-252,1996,18.7,0,7,3,42.9,0.37,0.16,0.00,0.00,27.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1730,1665,Memphis,nl NED,FW,Atlético Madrid,es La Liga,30-067,1994,9.4,5,35,14,40.0,3.74,1.50,0.14,0.36,17.4,3,0,0,5.7,5.7,0.16,-0.7,-0.7,Matches
1731,1666,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,25-352,1998,4.4,0,1,0,0.0,0.23,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1732,1667,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21-306,2002,1.3,1,2,1,50.0,1.53,0.76,0.50,1.00,21.0,1,0,0,0.3,0.3,0.13,+0.7,+0.7,Matches
1733,1668,Tomás Mendes,es ESP,MF,Alavés,es La Liga,19-151,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1734,1669,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,27-104,1997,23.0,4,56,13,23.2,2.44,0.57,0.07,0.31,20.5,9,0,0,3.6,3.6,0.06,+0.4,+0.4,Matches
1735,1670,Bruno Méndez,uy URU,DF,Granada,es La Liga,24-223,1999,10.8,1,6,2,33.3,0.55,0.18,0.17,0.50,16.3,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1736,1671,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,20-235,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1737,1672,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17-300,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1738,1673,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,19-329,2004,1.6,0,2,1,50.0,1.25,0.62,0.00,0.00,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1739,1674,Benjamin Mendy,fr FRA,"DF,FW",Lorient,fr Ligue 1,29-278,1994,4.5,1,5,1,20.0,1.12,0.22,0.20,1.00,15.8,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
1740,1675,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28-317,1995,17.1,0,3,0,0.0,0.18,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1741,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1742,1676,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,23-109,2001,12.6,0,5,1,20.0,0.40,0.08,0.00,0.00,9.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1743,1677,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31-302,1992,6.8,0,3,1,33.3,0.44,0.15,0.00,0.00,25.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1744,1678,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21-356,2002,23.3,1,8,3,37.5,0.34,0.13,0.13,0.33,17.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
1745,1679,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,26-167,1997,6.9,0,1,1,100.0,0.15,0.15,0.00,0.00,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1746,1680,Jorge Meré,es ESP,DF,Cádiz,es La Liga,27-003,1997,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1747,1681,Alex Meret,it ITA,GK,Napoli,it Serie A,27-029,1997,24.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1748,1682,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27-303,1996,21.6,4,27,10,37.0,1.25,0.46,0.15,0.40,12.8,0,0,0,3.1,3.1,0.12,+0.9,+0.9,Matches
1749,1683,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21-340,2002,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1750,1684,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21-340,2002,14.3,0,14,3,21.4,0.98,0.21,0.00,0.00,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1751,1685,Junior Messias,br BRA,"MF,DF",Genoa,it Serie A,32-343,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
1752,1686,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,32-221,1991,6.5,0,8,1,12.5,1.23,0.15,0.00,0.00,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1753,1687,Bastien Meupiyou,fr FRA,DF,Nantes,fr Ligue 1,18-032,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1754,1688,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-007,1991,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1755,1689,Omenuke Mfulu,cd COD,"MF,FW",Las Palmas,es La Liga,30-031,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1756,1690,Sven Michel,de GER,"FW,MF",Augsburg,de Bundesliga,33-280,1990,5.8,2,10,5,50.0,1.73,0.87,0.10,0.20,21.9,0,1,2,2.3,0.7,0.07,-0.3,+0.3,Matches
1757,1691,Miguel,es ESP,"FW,MF",Alavés,es La Liga,24-230,1999,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1758,1692,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,23-172,2000,14.4,9,41,19,46.3,2.84,1.32,0.17,0.37,17.8,3,2,2,7.3,5.8,0.14,+1.7,+1.2,Matches
1759,1693,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,26-191,1997,24.1,0,9,3,33.3,0.37,0.12,0.00,0.00,20.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1760,1694,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17-355,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1761,1695,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,30-052,1994,8.5,3,28,10,35.7,3.31,1.18,0.11,0.30,13.3,2,0,0,4.2,4.2,0.15,-1.2,-1.2,Matches
1762,1696,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27-060,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1763,1697,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26-093,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1764,1698,Luis Milla,es ESP,MF,Getafe,es La Liga,29-196,1994,17.8,0,11,5,45.5,0.62,0.28,0.00,0.00,24.9,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1765,1699,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,21-278,2002,21.7,5,36,17,47.2,1.66,0.78,0.11,0.24,19.3,0,1,1,5.1,4.3,0.12,-0.1,-0.3,Matches
1766,1700,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,38-107,1986,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1767,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1768,1701,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18-264,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1769,1702,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,20-260,2003,3.4,1,5,1,20.0,1.46,0.29,0.20,1.00,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5,Matches
1770,1703,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27-157,1996,18.9,1,7,3,42.9,0.37,0.16,0.14,0.33,9.9,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1771,1704,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,29-210,1994,0.5,0,1,0,0.0,2.05,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1772,1705,Yerry Mina,co COL,DF,Cagliari,it Serie A,29-210,1994,9.5,1,1,0,0.0,0.10,0.00,0.00,,26.3,0,1,1,0.8,0.0,0.02,+0.2,0.0,Matches
1773,1706,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29-095,1995,19.5,7,47,24,51.1,2.42,1.23,0.15,0.29,17.2,0,0,0,4.6,4.6,0.10,+2.4,+2.4,Matches
1774,1707,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,20-106,2004,9.0,0,4,2,50.0,0.44,0.22,0.00,0.00,15.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
