,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1775,1708,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31-038,1993,0.3,0,1,0,0.0,3.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1776,1709,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24-343,1999,26.8,2,24,11,45.8,0.90,0.41,0.08,0.18,20.0,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
1777,1710,Ignasi Miquel,es ESP,DF,Granada,es La Liga,31-205,1992,30.2,1,22,8,36.4,0.73,0.26,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1778,1711,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26-307,1997,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,16.9,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
1779,1712,Ignacio Miramon,ar ARG,MF,Lille,fr Ligue 1,20-313,2003,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1780,1713,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,28-186,1995,10.2,3,24,15,62.5,2.36,1.48,0.13,0.20,15.2,0,0,0,4.0,4.0,0.17,-1.0,-1.0,Matches
1781,1714,Juan Miranda,es ESP,DF,Betis,es La Liga,24-092,2000,15.2,1,12,4,33.3,0.79,0.26,0.08,0.25,16.7,1,0,0,1.5,1.5,0.13,-0.5,-0.5,Matches
1782,1715,Kevin Miranda,it ITA,DF,Sassuolo,it Serie A,21-041,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1783,1716,Antonio Mirante,it ITA,GK,Milan,it Serie A,40-287,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1784,1717,Fabio Miretti,it ITA,MF,Juventus,it Serie A,20-261,2003,11.1,1,16,3,18.8,1.44,0.27,0.06,0.33,20.3,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
1785,1718,Filippo Missori,it ITA,DF,Sassuolo,it Serie A,20-027,2004,1.1,0,2,1,50.0,1.76,0.88,0.00,0.00,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1786,1719,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,24-232,1999,29.9,1,5,2,40.0,0.17,0.07,0.20,0.50,13.1,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
1787,1720,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26-336,1997,16.5,3,34,15,44.1,2.06,0.91,0.09,0.20,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
1788,1721,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,29-217,1994,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1789,1722,Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,it Serie A,21-249,2002,2.2,0,2,0,0.0,0.90,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1790,1723,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33-334,1990,7.8,1,1,1,100.0,0.13,0.13,1.00,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches
1791,1724,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27-033,1997,19.4,2,19,5,26.3,0.98,0.26,0.11,0.40,23.4,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
1792,1725,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35-090,1989,27.9,2,35,5,14.3,1.25,0.18,0.06,0.40,18.8,0,0,0,3.1,3.1,0.09,-1.1,-1.1,Matches
1793,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1794,1726,Marko Mladenović,rs SRB,MF,Eint Frankfurt,de Bundesliga,19-081,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1795,1727,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25-013,1999,5.0,0,9,2,22.2,1.82,0.40,0.00,0.00,17.4,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1796,1728,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38-224,1985,14.0,2,18,8,44.4,1.29,0.57,0.11,0.25,21.0,1,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
1797,1729,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24-331,1999,19.1,10,40,17,42.5,2.09,0.89,0.18,0.41,16.1,0,3,3,9.3,7.0,0.17,+0.7,0.0,Matches
1798,1730,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26-144,1997,19.2,8,53,17,32.1,2.76,0.88,0.09,0.29,15.3,4,3,3,7.4,5.1,0.10,+0.6,-0.1,Matches
1799,1731,Kudus Mohammed,gh GHA,"FW,MF",West Ham,eng Premier League,23-262,2000,22.7,7,56,13,23.2,2.47,0.57,0.13,0.54,18.5,0,0,0,4.1,4.1,0.07,+2.9,+2.9,Matches
1800,1732,Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,22-122,2001,5.5,3,20,7,35.0,3.61,1.26,0.15,0.43,14.6,0,0,0,3.7,3.7,0.18,-0.7,-0.7,Matches
1801,1733,Johan Mojica,co COL,"DF,FW",Osasuna,es La Liga,31-243,1992,17.4,0,13,1,7.7,0.75,0.06,0.00,0.00,21.7,2,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
1802,1734,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20-203,2003,13.6,2,20,4,20.0,1.47,0.29,0.10,0.50,20.3,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
1803,1735,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26-014,1998,18.5,2,12,4,33.3,0.65,0.22,0.17,0.50,17.4,1,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches
1804,1736,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32-153,1991,20.4,4,60,24,40.0,2.95,1.18,0.07,0.17,19.5,8,0,0,5.6,5.6,0.09,-1.6,-1.6,Matches
1805,1737,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,25-343,1998,17.4,0,13,4,30.8,0.75,0.23,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1806,1738,Enzo Mongo,fr FRA,DF,Nantes,fr Ligue 1,19-012,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1807,1739,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,22-123,2001,16.1,2,5,3,60.0,0.31,0.19,0.40,0.67,8.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
1808,1740,César Montes,mx MEX,DF,Almería,es La Liga,27-056,1997,15.0,0,8,1,12.5,0.53,0.07,0.00,0.00,11.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1809,1741,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,eng Premier League,27-110,1997,5.6,0,2,0,0.0,0.36,0.00,0.00,,17.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1810,1742,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28-060,1996,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1811,1743,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,31-256,1992,1.2,1,6,2,33.3,5.00,1.67,0.17,0.50,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Matches
1812,1744,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,31-180,1992,19.8,14,62,32,51.6,3.13,1.61,0.23,0.44,11.4,0,0,1,12.8,11.9,0.19,+1.2,+2.1,Matches
1813,1745,Diego Moreira,pt POR,"FW,MF",Lyon,fr Ligue 1,19-258,2004,3.0,0,5,2,40.0,1.67,0.67,0.00,0.00,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
1814,1746,Alberto Moreno,es ESP,"DF,MF",Villarreal,es La Liga,31-290,1992,13.9,1,14,3,21.4,1.01,0.22,0.07,0.33,20.1,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1815,1747,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,30-317,1993,11.4,2,8,4,50.0,0.70,0.35,0.25,0.50,12.3,0,0,0,1.1,1.1,0.14,+0.9,+0.9,Matches
1816,1748,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32-013,1992,23.0,10,60,18,30.0,2.61,0.78,0.13,0.44,15.3,0,2,3,9.7,7.3,0.12,+0.3,+0.7,Matches
1817,1749,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,24-049,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1818,1750,Ilaix Moriba,gn GUI,MF,Getafe,es La Liga,21-092,2003,4.2,0,2,0,0.0,0.47,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1819,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1820,1751,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25-099,1999,14.7,0,10,3,30.0,0.68,0.20,0.00,0.00,16.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1821,1752,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26-039,1998,8.0,1,11,1,9.1,1.38,0.13,0.09,1.00,22.1,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1822,1753,Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,28-126,1995,26.8,9,56,21,37.5,2.09,0.78,0.09,0.24,13.0,0,4,4,9.4,6.3,0.11,-0.4,-1.3,Matches
1823,1754,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,19-298,2004,27.2,0,9,2,22.2,0.33,0.07,0.00,0.00,14.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1824,1755,Yerson Mosquera,co COL,DF,Villarreal,es La Liga,22-354,2001,7.2,0,4,1,25.0,0.56,0.14,0.00,0.00,11.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1825,1756,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25-354,1998,20.1,4,38,11,28.9,1.89,0.55,0.11,0.36,14.4,0,0,0,3.6,3.6,0.09,+0.4,+0.4,Matches
1826,1757,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,28-083,1996,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,Matches
1827,1758,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,19-152,2004,4.7,3,10,5,50.0,2.12,1.06,0.30,0.60,12.5,0,0,0,2.2,2.2,0.22,+0.8,+0.8,Matches
1828,1759,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,29-204,1994,15.2,5,47,19,40.4,3.10,1.25,0.11,0.26,11.6,0,0,0,6.9,6.9,0.15,-1.9,-1.9,Matches
1829,1760,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,25-101,1999,4.8,1,4,1,25.0,0.83,0.21,0.25,1.00,12.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
1830,1761,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,27-252,1996,9.2,1,13,4,30.8,1.41,0.43,0.08,0.25,18.0,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
1831,1762,Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,22-334,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1832,1763,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,19-178,2004,0.9,0,1,0,0.0,1.13,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
1833,1764,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,eng Premier League,23-106,2001,12.9,4,26,8,30.8,2.02,0.62,0.15,0.50,17.2,0,0,0,3.5,3.5,0.14,+0.5,+0.5,Matches
1834,1765,François Mughe,cm CMR,"MF,DF",Marseille,fr Ligue 1,19-309,2004,2.0,0,3,0,0.0,1.53,0.00,0.00,,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1835,1766,Joel Mugisha,no NOR,"DF,FW",Lorient,fr Ligue 1,21-160,2002,2.0,0,1,0,0.0,0.50,0.00,0.00,,18.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1836,1767,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,26-171,1997,6.5,0,4,2,50.0,0.61,0.31,0.00,0.00,12.8,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches
1837,1768,Samuele Mulattieri,it ITA,FW,Sassuolo,it Serie A,23-196,2000,3.2,0,10,3,30.0,3.15,0.94,0.00,0.00,11.5,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
1838,1769,Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23-275,2000,3.2,0,3,1,33.3,0.94,0.31,0.00,0.00,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1839,1770,Jannik Müller,de GER,DF,Darmstadt 98,de Bundesliga,30-093,1994,9.4,0,2,0,0.0,0.21,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1840,1771,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33-036,1991,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1841,1772,Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,21-244,2002,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1842,1773,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34-220,1989,14.5,3,25,8,32.0,1.73,0.55,0.12,0.38,11.9,0,0,0,4.4,4.4,0.19,-1.4,-1.4,Matches
1843,1774,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25-319,1998,12.8,1,3,1,33.3,0.23,0.08,0.33,1.00,9.5,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
1844,1775,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27-303,1996,19.4,3,38,12,31.6,1.96,0.62,0.08,0.25,13.0,0,0,0,5.2,5.2,0.15,-2.2,-2.2,Matches
1845,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1846,1776,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,31-123,1992,4.9,1,12,6,50.0,2.43,1.21,0.08,0.17,14.6,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
1847,1777,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22-352,2001,14.3,8,63,21,33.3,4.40,1.47,0.13,0.38,12.1,0,0,0,7.3,7.3,0.12,+0.7,+0.7,Matches
1848,1778,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26-248,1997,12.5,0,7,2,28.6,0.56,0.16,0.00,0.00,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1849,1779,Álvaro Muñoz,uy URU,FW,Real Madrid,es La Liga,19-281,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1850,1780,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27-330,1996,10.0,0,4,0,0.0,0.40,0.00,0.00,,6.1,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
1851,1781,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21-167,2002,14.2,4,17,5,29.4,1.20,0.35,0.24,0.80,22.0,0,0,0,0.9,0.9,0.05,+3.1,+3.1,Matches
1852,1782,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,29-052,1995,24.8,2,32,8,25.0,1.29,0.32,0.06,0.25,21.7,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
1853,1783,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,25-165,1998,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1854,1784,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,33-004,1991,4.5,2,23,9,39.1,5.06,1.98,0.09,0.22,23.6,4,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
1855,1785,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21-291,2002,26.2,0,14,5,35.7,0.53,0.19,0.00,0.00,24.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
1856,1786,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29-362,1994,20.7,5,48,17,35.4,2.32,0.82,0.08,0.24,14.4,0,1,3,8.2,5.8,0.12,-3.2,-1.8,Matches
1857,1787,Alex Murphy,ie IRL,"FW,DF",Newcastle Utd,eng Premier League,19-300,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1858,1788,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,29-056,1995,8.9,2,21,6,28.6,2.37,0.68,0.10,0.33,18.2,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
1859,1789,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21-143,2002,12.8,0,11,5,45.5,0.86,0.39,0.00,0.00,19.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1860,1790,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,21-054,2003,19.5,10,58,21,36.2,2.97,1.08,0.17,0.48,15.8,0,0,0,7.9,7.9,0.14,+2.1,+2.1,Matches
1861,1791,Florent Muslija,xk KVX,MF,Freiburg,de Bundesliga,25-289,1998,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,46.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1862,1792,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29-350,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1863,1793,Kingstone Mutandwa,zm ZAM,"MF,FW",Cagliari,it Serie A,21-106,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1864,1794,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29-319,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1865,1795,Joel Mvuka,no NOR,MF,Lorient,fr Ligue 1,21-150,2002,0.2,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
1866,1796,Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20-345,2003,16.0,1,20,4,20.0,1.25,0.25,0.05,0.25,19.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
1867,1797,Phillipp Mwene,at AUT,"DF,MF",Mainz 05,de Bundesliga,30-082,1994,19.2,1,21,8,38.1,1.09,0.42,0.05,0.13,19.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1868,1798,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,24-327,1999,25.9,2,25,5,20.0,0.96,0.19,0.08,0.40,18.7,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
1869,1799,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,26-336,1997,24.7,2,20,6,30.0,0.81,0.24,0.10,0.33,18.8,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
1870,1800,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24-244,1999,18.3,0,4,1,25.0,0.22,0.05,0.00,0.00,14.3,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
1871,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1872,1801,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,28-089,1996,12.9,0,7,1,14.3,0.54,0.08,0.00,0.00,20.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1873,1802,Nathan N'Goumou,fr FRA,"FW,MF",M'Gladbach,de Bundesliga,24-037,2000,13.9,5,27,11,40.7,1.94,0.79,0.19,0.45,16.3,0,0,0,3.3,3.3,0.12,+1.7,+1.7,Matches
1874,1803,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25-011,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1875,1804,Nacho,es ESP,DF,Real Madrid,es La Liga,34-093,1990,15.1,0,5,1,20.0,0.33,0.07,0.00,0.00,11.7,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1876,1805,Bilal Nadir,fr FRA,"MF,FW",Marseille,fr Ligue 1,20-144,2003,1.3,0,1,0,0.0,0.80,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1877,1806,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,18-297,2005,1.2,0,3,2,66.7,2.55,1.70,0.00,0.00,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1878,1807,Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,30-092,1994,12.6,0,5,0,0.0,0.40,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1879,1808,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,23-267,2000,11.5,3,32,11,34.4,2.78,0.96,0.09,0.27,16.8,0,0,0,2.6,2.6,0.08,+0.4,+0.4,Matches
1880,1809,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,28-114,1995,21.7,1,21,4,19.0,0.97,0.18,0.00,0.00,18.5,0,1,1,3.2,2.4,0.11,-2.2,-2.4,Matches
1881,1810,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,31-023,1993,22.1,2,7,2,28.6,0.32,0.09,0.29,1.00,8.3,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
1882,1811,Natan,br BRA,DF,Napoli,it Serie A,23-074,2001,10.1,0,6,1,16.7,0.60,0.10,0.00,0.00,14.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1883,1812,Roberto Navarro,es ESP,MF,Cádiz,es La Liga,22-008,2002,14.8,1,19,6,31.6,1.29,0.41,0.05,0.17,18.2,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
1884,1813,Jesús Navas,es ESP,DF,Sevilla,es La Liga,38-151,1985,17.3,0,5,1,20.0,0.29,0.06,0.00,0.00,24.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1885,1814,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,37-127,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1886,1815,Michel Ndary Adopo,fr FRA,"MF,DF",Atalanta,it Serie A,23-276,2000,1.0,0,1,1,100.0,1.05,1.05,0.00,0.00,9.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1887,1816,Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,fr Ligue 1,25-176,1998,18.2,0,14,3,21.4,0.77,0.17,0.00,0.00,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1888,1817,Bassirou Ndiaye,sn SEN,FW,Lorient,fr Ligue 1,22-065,2002,1.7,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
1889,1818,Iliman Ndiaye,sn SEN,"FW,MF",Marseille,fr Ligue 1,24-045,2000,16.1,3,31,8,25.8,1.92,0.50,0.10,0.38,15.5,0,0,0,3.9,3.9,0.13,-0.9,-0.9,Matches
1890,1819,Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,22-195,2001,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1891,1820,Rassoul Ndiaye,sn SEN,"MF,FW",Le Havre,fr Ligue 1,22-131,2001,5.7,0,5,1,20.0,0.87,0.17,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1892,1821,Michael Ndiweni,eng ENG,FW,Newcastle Utd,eng Premier League,20-140,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1893,1822,Cher Ndour,it ITA,MF,Paris S-G,fr Ligue 1,19-268,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1894,1823,Dan Ndoye,ch SUI,"FW,MF",Bologna,it Serie A,23-178,2000,15.5,0,34,13,38.2,2.20,0.84,0.00,0.00,16.8,0,0,0,3.8,3.8,0.12,-3.8,-3.8,Matches
1895,1824,Joseph Nduquidi,fr FRA,"MF,DF",Metz,fr Ligue 1,19-172,2004,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1896,1825,Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,33-096,1991,15.8,0,16,3,18.8,1.01,0.19,0.00,0.00,16.9,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
1897,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1898,1826,Álvaro Negredo,es ESP,"FW,MF",Cádiz,es La Liga,38-244,1985,0.6,0,3,1,33.3,5.00,1.67,0.00,0.00,29.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1899,1827,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,24-132,1999,3.0,0,4,1,25.0,1.34,0.34,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1900,1828,Zack Nelson,eng ENG,"MF,DF",Luton Town,eng Premier League,19-209,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1901,1829,Neto,br BRA,GK,Bournemouth,eng Premier League,34-276,1989,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
